Pharmaceutical,Influent_concentration,Units,Sampling date,Sampling location,Sampling type,Reference
Hydroxychloroquine,ND,ng/L,11/18/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,11/24/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,12/1/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,12/8/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,12/15/2020,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,1/13/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,1/19/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,1/26/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,2/2/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,2/9/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,2/16/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,2/23/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,3/2/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,3/9/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,3/16/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,3/23/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,3/30/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,4/6/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,4/13/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,4/20/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,4/27/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,5/4/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,5/11/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,5/18/2021,Pennsylvania,24h composite,6
Hydroxychloroquine,ND,ng/L,5/25/2021,Pennsylvania,24h composite,6
Dexamethasone,11.56,ng/L,2/16/2021,Pennsylvania,24h composite,6
Dexamethasone,7.31,ng/L,3/9/2021,Pennsylvania,24h composite,6
Dexamethasone,7.23,ng/L,12/8/2020,Pennsylvania,24h composite,6
Dexamethasone,6.91,ng/L,1/13/2021,Pennsylvania,24h composite,6
Dexamethasone,16.97,ng/L,1/19/2021,Pennsylvania,24h composite,6
Dexamethasone,16.11,ng/L,2/2/2021,Pennsylvania,24h composite,6
Dexamethasone,10.72,ng/L,2/23/2021,Pennsylvania,24h composite,6
Dexamethasone,12.98,ng/L,3/2/2021,Pennsylvania,24h composite,6
Dexamethasone,11.79,ng/L,3/9/2021,Pennsylvania,24h composite,6
Dexamethasone,13.8,ng/L,3/16/2021,Pennsylvania,24h composite,6
Dexamethasone,10.5,ng/L,3/23/2021,Pennsylvania,24h composite,6
Dexamethasone,13.53,ng/L,4/13/2021,Pennsylvania,24h composite,6
Ofloxacin,13.79,ng/L,5/27/2020,Pennsylvania,24h composite,6
Ofloxacin,2.64,ng/L,10/15/2020,Pennsylvania,24h composite,6
Ofloxacin,1.34,ng/L,11/4/2020,Pennsylvania,24h composite,6
Ofloxacin,0.24,ng/L,1/13/2021,Pennsylvania,24h composite,6
Ofloxacin,0.47,ng/L,1/19/2021,Pennsylvania,24h composite,6
Ofloxacin,0.11,ng/L,1/26/2021,Pennsylvania,24h composite,6
Ofloxacin,4.71,ng/L,3/2/2021,Pennsylvania,24h composite,6
Ofloxacin,2.39,ng/L,3/16/2021,Pennsylvania,24h composite,6
Ofloxacin,5.5,ng/L,3/23/2021,Pennsylvania,24h composite,6
Ofloxacin,1.19,ng/L,3/30/2021,Pennsylvania,24h composite,6
Ofloxacin,1.08,ng/L,4/6/2021,Pennsylvania,24h composite,6
Ofloxacin,11.97,ng/L,5/4/2021,Pennsylvania,24h composite,6
Sulfamethoxazole,ND,ng/L,Unspecified but likely 2017-18 since published 2019,US,Unspecified,7
Sulfamethoxazole,1941.3,ng/L,Unspecified but likely 2017-18 since published 2019,US,Unspecified,7
Clarithromycin,387.3,ng/L,Unspecified but likely 2017-18 since published 2019,US,Unspecified,7
Clarithromycin,ND,ng/L,Unspecified but likely 2017-18 since published 2019,US,Unspecified,7
Azithromycin,212.2,ng/L,Unspecified but likely 2017-18 since published 2019,US,Unspecified,7
Azithromycin,ND,ng/L,Unspecified but likely 2017-18 since published 2019,US,Unspecified,7
Ciprofloxacin,1090.2,ng/L,Unspecified but likely 2017-18 since published 2019,US,Unspecified,7
Ciprofloxacin,514.8,ng/L,Unspecified but likely 2017-18 since published 2019,US,Unspecified,7
Trimethoprim,438.6,ng/L,Unspecified but likely 2017-18 since published 2019,US,Unspecified,7
Trimethoprim,137.2,ng/L,Unspecified but likely 2017-18 since published 2019,US,Unspecified,7
Carbamazepine,174.6,ng/L,Unspecified but likely 2017-18 since published 2019,US,Unspecified,7
Carbamazepine,82.2,ng/L,Unspecified but likely 2017-18 since published 2019,US,Unspecified,7
Acetaminophen,38134.6,ng/L,Unspecified but likely 2017-18 since published 2019,US,Unspecified,7
Acetaminophen,29329.1,ng/L,Unspecified but likely 2017-18 since published 2019,US,Unspecified,7
Diclofenac,1.7,ng/L,Unspecified but likely 2017-18 since published 2019,US,Unspecified,7
Diclofenac,9.1,ng/L,Unspecified but likely 2017-18 since published 2019,US,Unspecified,7
Venlafaxine,301.8,ng/L,Unspecified but likely 2017-18 since published 2019,US,Unspecified,7
Venlafaxine,105.9,ng/L,Unspecified but likely 2017-18 since published 2019,US,Unspecified,7
Paroxetine,632,ng/L,Unspecified but likely 2017-18 since published 2019,US,Unspecified,7
Paroxetine,108.1,ng/L,Unspecified but likely 2017-18 since published 2019,US,Unspecified,7
Bupropion,684,ng/L,Unspecified but likely 2017-18 since published 2019,US,Unspecified,7
Bupropion,102.9,ng/L,Unspecified but likely 2017-18 since published 2019,US,Unspecified,7
Sertraline,716.7,ng/L,Unspecified but likely 2017-18 since published 2019,US,Unspecified,7
Sertraline,102.5,ng/L,Unspecified but likely 2017-18 since published 2019,US,Unspecified,7
Desvenlafaxine,157.3,ng/L,Unspecified but likely 2017-18 since published 2019,US,Unspecified,7
Desvenlafaxine,96.1,ng/L,Unspecified but likely 2017-18 since published 2019,US,Unspecified,7
Citalopram,486.6,ng/L,Unspecified but likely 2017-18 since published 2019,US,Unspecified,7
Citalopram,94.7,ng/L,Unspecified but likely 2017-18 since published 2019,US,Unspecified,7
Oxycodone,17.8,ng/L,March 2015 - March 2017,Midwestern US city,24h composite,8
Oxycodone,78,ng/L,March 2015 - March 2017,Midwestern US city,24h composite,8
Hydrocodone,3.66,ng/L,5-Oct-15,"Cookeville, TN",grab sample,8
Hydrocodone,3.01,ng/L,9-Feb-16,"Cookeville, TN",grab sample,8
Hydrocodone,4.2,ng/L,22-Mar-16,"Cookeville, TN",grab sample,8
Oxycodone,7.26,ng/L,5-Oct-15,"Cookeville, TN",grab sample,8
Oxycodone,5.39,ng/L,9-Feb-16,"Cookeville, TN",grab sample,8
Oxycodone,8.23,ng/L,22-Mar-16,"Cookeville, TN",grab sample,8
Hydrocodone,7.79,ng/L,10/6/2016,"Cookeville, TN",grab sample,8
Hydrocodone,2.1,ng/L,2/28/2017,"Cookeville, TN",grab sample,8
Hydrocodone,1.92,ng/L,12/12/2017,"Cookeville, TN",grab sample,8
Oxycodone,0.56,ng/L,10/6/2016,"Cookeville, TN",grab sample,8
Oxycodone,0.38,ng/L,2/28/2017,"Cookeville, TN",grab sample,8
Oxycodone,ND,ng/L,12/12/2017,"Cookeville, TN",grab sample,8
Hydrocodone,ND,ng/L,1-Aug-19,"Cookeville, TN",grab sample,8
Hydrocodone,33,ng/L,6-Aug-19,"Cookeville, TN",grab sample,8
Hydrocodone,ND,ng/L,15-Aug-19,"Cookeville, TN",grab sample,8
Oxycodone,ND,ng/L,1-Aug-19,"Cookeville, TN",grab sample,8
Oxycodone,ND,ng/L,6-Aug-19,"Cookeville, TN",grab sample,8
Oxycodone,ND,ng/L,15-Aug-19,"Cookeville, TN",grab sample,8
Amphetamine,15.1,ng/L,1-Aug-19,"Cookeville, TN",grab sample,8
Amphetamine,30.4,ng/L,6-Aug-19,"Cookeville, TN",grab sample,8
Amphetamine,23.8,ng/L,15-Aug-19,"Cookeville, TN",grab sample,8
Amphetamine,ND,ng/L,2/27/2009,"Cookeville, TN",grab sample,9
Amphetamine,ND,ng/L,3/12/2009,"Cookeville, TN",grab sample,9
Amphetamine,54.1,ng/L,8/26/2009,"Cookeville, TN",grab sample,9
Amphetamine,55.8,ng/L,8/26/2009,"Cookeville, TN",24h composite,9
Amphetamine,86.4,ng/L,11/2/2009,"Cookeville, TN",grab sample,9
Alprazolam,ND,ng/L,July - Oct 2020,"Alaska, Arizona, Florida, Illinois, New Mexico, New Jersey, Kansas, Kentucky, Texas, Washington",grab & composite avg,10
Clonazepam,53,ng/L,July - Oct 2020,"Alaska, Arizona, Florida, Illinois, New Mexico, New Jersey, Kansas, Kentucky, Texas, Washington",grab & composite avg,10
Diazepam,ND,ng/L,July - Oct 2020,"Alaska, Arizona, Florida, Illinois, New Mexico, New Jersey, Kansas, Kentucky, Texas, Washington",grab & composite avg,10
Lorazepam,248,ng/L,July - Oct 2020,"Alaska, Arizona, Florida, Illinois, New Mexico, New Jersey, Kansas, Kentucky, Texas, Washington",grab & composite avg,10
Temazepam,118,ng/L,July - Oct 2020,"Alaska, Arizona, Florida, Illinois, New Mexico, New Jersey, Kansas, Kentucky, Texas, Washington",grab & composite avg,10
Zolpidem,12,ng/L,July - Oct 2020,"Alaska, Arizona, Florida, Illinois, New Mexico, New Jersey, Kansas, Kentucky, Texas, Washington",grab & composite avg,10
Fluoxetine,40.4,ng/L,2-Jul,Oregon,grab sample,11
Fluoxetine,600,ng/L,5-Feb,New York,grab sample,11
Fluoxetine,27.1,ng/L,6-Jan,Boulder,grab sample,11
Sertraline,60,ng/L,6-Jan,Boulder,grab sample,11
Paroxetine,10.5,ng/L,6-Jan,Boulder,grab sample,11
Citalopram,78.9,ng/L,6-Jan,Boulder,grab sample,11
Fluoxetine,29,ng/L,2012 (assumed since pub year),Atlanta,unable to access,11
Paroxetine,10,ng/L,2012 (assumed since pub year),Atlanta,unable to access,11
Fluoxetine,29,ng/L,2012 (assumed since pub year),Atlanta,unable to access,11
Paroxetine,7,ng/L,2012 (assumed since pub year),Atlanta,unable to access,11
Fluoxetine,14.1,ng/L,2013 (assumed since pub year),"Tuscaloosa, AL",unable to access,11
Fluoxetine,61.7,ng/L,2013 (assumed since pub year),"Tuscaloosa, AL",unable to access,11
Sertraline,80.8,ng/L,13-Jul,"Albany, NY",24h composite,11
Citalopram,133,ng/L,13-Jul,"Albany, NY",24h composite,11
Sertraline,43.1,ng/L,13-Jul,"Albany, NY",24h composite,11
Citalopram,59.4,ng/L,13-Jul,"Albany, NY",24h composite,11
Citalopram,3861,ng/L,Around July & Oct 2015 (inferred),"Niagara, NY",grab sample (inferred),11
Paroxetine,293,ng/L,Around July & Oct 2015 (inferred),"Niagara, NY",grab sample (inferred),11
Sertraline,588,ng/L,Around July & Oct 2015 (inferred),"Niagara, NY",grab sample (inferred),11
Citalopram,2505,ng/L,Around July & Oct 2015 (inferred),"Niagara, NY",grab sample (inferred),11
Paroxetine,351,ng/L,Around July & Oct 2015 (inferred),"Niagara, NY",grab sample (inferred),11
Sertraline,997,ng/L,Around July & Oct 2015 (inferred),"Niagara, NY",grab sample (inferred),11
Citalopram,115,ng/L,Around 2017 (pub yr),NY,24h composite,11
Fluoxetine,87.2,ng/L,Around 2017 (pub yr),NY,24h composite,11
Paroxetine,36.8,ng/L,Around 2017 (pub yr),NY,24h composite,11
Sertraline,24.9,ng/L,Around 2017 (pub yr),NY,24h composite,11
Acetaminophen,198660,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Ampicillin,1020,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Naproxen,28700,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Sulfamethoxazole,890,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Trimethoprim,2190,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Acetaminophen,173380,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Ampicillin,80,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Naproxen,37800,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Sulfamethoxazole,510,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Trimethoprim,1910,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Acetaminophen,1760800,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Ampicillin,560420,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Naproxen,8190,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Sulfamethoxazole,60180,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Trimethoprim,3120,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Acetaminophen,10870,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Ampicillin,46510,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Naproxen,2063840,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Sulfamethoxazole,290,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Trimethoprim,72010,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Acetaminophen,65020,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Ampicillin,61200,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Naproxen,793030,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Sulfamethoxazole,1540,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Trimethoprim,1840,ng/L,Oct 2016 - Dec 2017,PA,24h composite,12
Quetiapine,37,ng/L,July - Nov 2013,NY,24h composite,13
Quetiapine,34,ng/L,July - Nov 2013,NY,24h composite,13
Quetiapine,115,ng/L,July - Nov 2013,NY,24h composite,13
Quetiapine,55,ng/L,July - Nov 2013,NY,24h composite,13
Quetiapine,11,ng/L,July - Nov 2013,NY,24h composite,13
Quetiapine,15,ng/L,July - Nov 2013,NY,24h composite,13
Quetiapine,11,ng/L,July - Nov 2013,NY,24h composite,13
Quetiapine,16,ng/L,July - Nov 2013,NY,24h composite,13
Quetiapine,56,ng/L,July - Nov 2013,NY,24h composite,13
Quetiapine,60,ng/L,July - Nov 2013,NY,24h composite,13
Quetiapine,26,ng/L,July - Nov 2013,NY,24h composite,13
Quetiapine,29,ng/L,July - Nov 2013,NY,24h composite,13
Quetiapine,35,ng/L,July - Nov 2013,NY,24h composite,13
Quetiapine,71,ng/L,July - Nov 2013,NY,24h composite,13
Quetiapine,34,ng/L,July - Nov 2013,NY,24h composite,13
Quetiapine,37,ng/L,July - Nov 2013,NY,24h composite,13
Quetiapine,92,ng/L,July - Nov 2013,NY,24h composite,13
Quetiapine,70,ng/L,July - Nov 2013,NY,24h composite,13
Quetiapine,39,ng/L,July - Nov 2013,NY,24h composite,13
Quetiapine,19,ng/L,July - Nov 2013,NY,24h composite,13
Quetiapine,38,ng/L,July - Nov 2013,NY,24h composite,13
Quetiapine,17,ng/L,July - Nov 2013,NY,24h composite,13
Quetiapine,13,ng/L,July - Nov 2013,NY,24h composite,13
Quetiapine,41,ng/L,July - Nov 2013,NY,24h composite,13
Quetiapine,14,ng/L,July - Nov 2013,NY,24h composite,13
Aripiprazole,5.58,ng/L,13-Jul,"Albany, NY",24h composite,13
Quetiapine,24.4,ng/L,13-Jul,"Albany, NY",24h composite,13
Aripiprazole,5.43,ng/L,13-Jul,"Albany, NY",24h composite,13
Quetiapine,15.5,ng/L,13-Jul,"Albany, NY",24h composite,13
Quetiapine,57.3,ng/L,Summer 2018,Kentucky,24h composite,13
Quetiapine,63.5,ng/L,Summer 2018,Kentucky,24h composite,13
Aripiprazole,5.69,ng/L,Summer 2018,Kentucky,24h composite,13
Aripiprazole,4.23,ng/L,Jan-Feb 2020,Kentucky,Composite over a few hours (~3.5 hrs),13
Aripiprazole,2.94,ng/L,Jan-Feb 2020,Kentucky,Composite over a few hours (~3.5 hrs),13
Quetiapine,6.74,ng/L,Jan-Feb 2020,Kentucky,Composite over a few hours (~3.5 hrs),13
Quetiapine,6.54,ng/L,Jan-Feb 2020,Kentucky,Composite over a few hours (~3.5 hrs),13
Quetiapine,41.9,ng/L,17-Oct,Kentucky,24h composite,13
Acetaminophen,54600,ng/L,10/19-10/20/2016,Florida,grab sample,14
Acyclovir,5450,ng/L,10/19-10/20/2016,Florida,grab sample,14
Albuterol,21.9,ng/L,10/19-10/20/2016,Florida,grab sample,14
Amitriptyline,ND,ng/L,10/19-10/20/2016,Florida,grab sample,14
Amphetamine,289,ng/L,10/19-10/20/2016,Florida,grab sample,14
Atenolol,1430,ng/L,10/19-10/20/2016,Florida,grab sample,14
Bupropion,176,ng/L,10/19-10/20/2016,Florida,grab sample,14
Carbamazepine,163,ng/L,10/19-10/20/2016,Florida,grab sample,14
Citalopram,150,ng/L,10/19-10/20/2016,Florida,grab sample,14
Codeine,148,ng/L,10/19-10/20/2016,Florida,grab sample,14
Desvenlafaxine,765,ng/L,10/19-10/20/2016,Florida,grab sample,14
Dextromethorphan,84.7,ng/L,10/19-10/20/2016,Florida,grab sample,14
Diazepam,ND,ng/L,10/19-10/20/2016,Florida,grab sample,14
Diltiazem,148,ng/L,10/19-10/20/2016,Florida,grab sample,14
Diphenhydramine,1410,ng/L,10/19-10/20/2016,Florida,grab sample,14
Erythromycin,12.5,ng/L,10/19-10/20/2016,Florida,grab sample,14
Famotidine,168,ng/L,10/19-10/20/2016,Florida,grab sample,14
Fenofibrate,19.1,ng/L,10/19-10/20/2016,Florida,grab sample,14
Fexofenadine,1680,ng/L,10/19-10/20/2016,Florida,grab sample,14
Fluconazole,248,ng/L,10/19-10/20/2016,Florida,grab sample,14
Fluoxetine,ND,ng/L,10/19-10/20/2016,Florida,grab sample,14
Glyburide,5.9,ng/L,10/19-10/20/2016,Florida,grab sample,14
Hydrocodone,36.3,ng/L,10/19-10/20/2016,Florida,grab sample,14
Hydroxyzine,37.9,ng/L,10/19-10/20/2016,Florida,grab sample,14
Metaxalone,30.4,ng/L,10/19-10/20/2016,Florida,grab sample,14
Metformin,31800,ng/L,10/19-10/20/2016,Florida,grab sample,14
Methocarbamol,1880,ng/L,10/19-10/20/2016,Florida,grab sample,14
Metoprolol,237,ng/L,10/19-10/20/2016,Florida,grab sample,14
Morphine,555,ng/L,10/19-10/20/2016,Florida,grab sample,14
Nadolol,15.1,ng/L,10/19-10/20/2016,Florida,grab sample,14
Oxycodone,77.2,ng/L,10/19-10/20/2016,Florida,grab sample,14
Phenytoin,84.4,ng/L,10/19-10/20/2016,Florida,grab sample,14
Propranolol,53.2,ng/L,10/19-10/20/2016,Florida,grab sample,14
Pseudoephedrine + ephedrine,1330,ng/L,10/19-10/20/2016,Florida,grab sample,14
Ranitidine,542,ng/L,10/19-10/20/2016,Florida,grab sample,14
Sertraline,ND,ng/L,10/19-10/20/2016,Florida,grab sample,14
Sulfamethoxazole,2000,ng/L,10/19-10/20/2016,Florida,grab sample,14
Temazepam,173,ng/L,10/19-10/20/2016,Florida,grab sample,14
Tramadol,668,ng/L,10/19-10/20/2016,Florida,grab sample,14
Triamterene,62,ng/L,10/19-10/20/2016,Florida,grab sample,14
Trimethoprim,582,ng/L,10/19-10/20/2016,Florida,grab sample,14
Valacyclovir,224,ng/L,10/19-10/20/2016,Florida,grab sample,14
Venlafaxine,233,ng/L,10/19-10/20/2016,Florida,grab sample,14
Verapamil,34.6,ng/L,10/19-10/20/2016,Florida,grab sample,14
Acetaminophen,ND,ng/L,9/15/2016,Florida,grab sample,14
Acyclovir,20700,ng/L,9/15/2016,Florida,grab sample,14
Albuterol,ND,ng/L,9/15/2016,Florida,grab sample,14
Amitriptyline,77.7,ng/L,9/15/2016,Florida,grab sample,14
Amphetamine,394,ng/L,9/15/2016,Florida,grab sample,14
Atenolol,3700,ng/L,9/15/2016,Florida,grab sample,14
Bupropion,166,ng/L,9/15/2016,Florida,grab sample,14
Carbamazepine,209,ng/L,9/15/2016,Florida,grab sample,14
Citalopram,389,ng/L,9/15/2016,Florida,grab sample,14
Codeine,242,ng/L,9/15/2016,Florida,grab sample,14
Desvenlafaxine,2390,ng/L,9/15/2016,Florida,grab sample,14
Dextromethorphan,85,ng/L,9/15/2016,Florida,grab sample,14
Diazepam,ND,ng/L,9/15/2016,Florida,grab sample,14
Diltiazem,281,ng/L,9/15/2016,Florida,grab sample,14
Diphenhydramine,1860,ng/L,9/15/2016,Florida,grab sample,14
Erythromycin,ND,ng/L,9/15/2016,Florida,grab sample,14
Famotidine,294,ng/L,9/15/2016,Florida,grab sample,14
Fenofibrate,ND,ng/L,9/15/2016,Florida,grab sample,14
Fexofenadine,2890,ng/L,9/15/2016,Florida,grab sample,14
Fluconazole,178,ng/L,9/15/2016,Florida,grab sample,14
Fluoxetine,54.3,ng/L,9/15/2016,Florida,grab sample,14
Glyburide,14.2,ng/L,9/15/2016,Florida,grab sample,14
Hydrocodone,65.7,ng/L,9/15/2016,Florida,grab sample,14
Hydroxyzine,22,ng/L,9/15/2016,Florida,grab sample,14
Metaxalone,187,ng/L,9/15/2016,Florida,grab sample,14
Metformin,39900,ng/L,9/15/2016,Florida,grab sample,14
Methocarbamol,4940,ng/L,9/15/2016,Florida,grab sample,14
Metoprolol,984,ng/L,9/15/2016,Florida,grab sample,14
Morphine,368,ng/L,9/15/2016,Florida,grab sample,14
Nadolol,141,ng/L,9/15/2016,Florida,grab sample,14
Oxycodone,168,ng/L,9/15/2016,Florida,grab sample,14
Phenytoin,ND,ng/L,9/15/2016,Florida,grab sample,14
Propranolol,151,ng/L,9/15/2016,Florida,grab sample,14
Pseudoephedrine + ephedrine,1300,ng/L,9/15/2016,Florida,grab sample,14
Ranitidine,ND,ng/L,9/15/2016,Florida,grab sample,14
Sertraline,23.5,ng/L,9/15/2016,Florida,grab sample,14
Sulfamethoxazole,3270,ng/L,9/15/2016,Florida,grab sample,14
Temazepam,481,ng/L,9/15/2016,Florida,grab sample,14
Tramadol,1240,ng/L,9/15/2016,Florida,grab sample,14
Triamterene,249,ng/L,9/15/2016,Florida,grab sample,14
Trimethoprim,762,ng/L,9/15/2016,Florida,grab sample,14
Valacyclovir,ND,ng/L,9/15/2016,Florida,grab sample,14
Venlafaxine,635,ng/L,9/15/2016,Florida,grab sample,14
Verapamil,52.3,ng/L,9/15/2016,Florida,grab sample,14
Acetaminophen,58100,ng/L,7/30/2016,Florida,grab sample,14
Acyclovir,5070,ng/L,7/30/2016,Florida,grab sample,14
Albuterol,36.4,ng/L,7/30/2016,Florida,grab sample,14
Amitriptyline,53.4,ng/L,7/30/2016,Florida,grab sample,14
Amphetamine,303,ng/L,7/30/2016,Florida,grab sample,14
Atenolol,2040,ng/L,7/30/2016,Florida,grab sample,14
Bupropion,173,ng/L,7/30/2016,Florida,grab sample,14
Carbamazepine,213,ng/L,7/30/2016,Florida,grab sample,14
Citalopram,370,ng/L,7/30/2016,Florida,grab sample,14
Codeine,94.2,ng/L,7/30/2016,Florida,grab sample,14
Desvenlafaxine,2000,ng/L,7/30/2016,Florida,grab sample,14
Dextromethorphan,86.3,ng/L,7/30/2016,Florida,grab sample,14
Diazepam,14.6,ng/L,7/30/2016,Florida,grab sample,14
Diltiazem,378,ng/L,7/30/2016,Florida,grab sample,14
Diphenhydramine,2520,ng/L,7/30/2016,Florida,grab sample,14
Erythromycin,20.1,ng/L,7/30/2016,Florida,grab sample,14
Famotidine,147,ng/L,7/30/2016,Florida,grab sample,14
Fenofibrate,23.1,ng/L,7/30/2016,Florida,grab sample,14
Fexofenadine,3670,ng/L,7/30/2016,Florida,grab sample,14
Fluconazole,316,ng/L,7/30/2016,Florida,grab sample,14
Fluoxetine,48.7,ng/L,7/30/2016,Florida,grab sample,14
Glyburide,6.19,ng/L,7/30/2016,Florida,grab sample,14
Hydrocodone,71.9,ng/L,7/30/2016,Florida,grab sample,14
Hydroxyzine,8.19,ng/L,7/30/2016,Florida,grab sample,14
Metaxalone,63.5,ng/L,7/30/2016,Florida,grab sample,14
Metformin,28400,ng/L,7/30/2016,Florida,grab sample,14
Methocarbamol,3510,ng/L,7/30/2016,Florida,grab sample,14
Metoprolol,552,ng/L,7/30/2016,Florida,grab sample,14
Morphine,444,ng/L,7/30/2016,Florida,grab sample,14
Nadolol,18,ng/L,7/30/2016,Florida,grab sample,14
Oxycodone,157,ng/L,7/30/2016,Florida,grab sample,14
Phenytoin,160,ng/L,7/30/2016,Florida,grab sample,14
Propranolol,156,ng/L,7/30/2016,Florida,grab sample,14
Pseudoephedrine + ephedrine,1810,ng/L,7/30/2016,Florida,grab sample,14
Ranitidine,ND,ng/L,7/30/2016,Florida,grab sample,14
Sertraline,16.5,ng/L,7/30/2016,Florida,grab sample,14
Sulfamethoxazole,4030,ng/L,7/30/2016,Florida,grab sample,14
Temazepam,231,ng/L,7/30/2016,Florida,grab sample,14
Tramadol,908,ng/L,7/30/2016,Florida,grab sample,14
Triamterene,189,ng/L,7/30/2016,Florida,grab sample,14
Trimethoprim,797,ng/L,7/30/2016,Florida,grab sample,14
Valacyclovir,ND,ng/L,7/30/2016,Florida,grab sample,14
Venlafaxine,554,ng/L,7/30/2016,Florida,grab sample,14
Verapamil,90.8,ng/L,7/30/2016,Florida,grab sample,14
Acetaminophen,22200,ng/L,7/10/2016,Florida,grab sample,14
Acyclovir,4730,ng/L,7/10/2016,Florida,grab sample,14
Albuterol,12.3,ng/L,7/10/2016,Florida,grab sample,14
Amitriptyline,ND,ng/L,7/10/2016,Florida,grab sample,14
Amphetamine,133,ng/L,7/10/2016,Florida,grab sample,14
Atenolol,1180,ng/L,7/10/2016,Florida,grab sample,14
Bupropion,42.2,ng/L,7/10/2016,Florida,grab sample,14
Carbamazepine,97.8,ng/L,7/10/2016,Florida,grab sample,14
Citalopram,110,ng/L,7/10/2016,Florida,grab sample,14
Codeine,107,ng/L,7/10/2016,Florida,grab sample,14
Desvenlafaxine,360,ng/L,7/10/2016,Florida,grab sample,14
Dextromethorphan,40,ng/L,7/10/2016,Florida,grab sample,14
Diazepam,ND,ng/L,7/10/2016,Florida,grab sample,14
Diltiazem,91.5,ng/L,7/10/2016,Florida,grab sample,14
Diphenhydramine,1040,ng/L,7/10/2016,Florida,grab sample,14
Erythromycin,ND,ng/L,7/10/2016,Florida,grab sample,14
Famotidine,117,ng/L,7/10/2016,Florida,grab sample,14
Fenofibrate,ND,ng/L,7/10/2016,Florida,grab sample,14
Fexofenadine,1230,ng/L,7/10/2016,Florida,grab sample,14
Fluconazole,190,ng/L,7/10/2016,Florida,grab sample,14
Fluoxetine,ND,ng/L,7/10/2016,Florida,grab sample,14
Glyburide,1.43,ng/L,7/10/2016,Florida,grab sample,14
Hydrocodone,49.3,ng/L,7/10/2016,Florida,grab sample,14
Hydroxyzine,16.9,ng/L,7/10/2016,Florida,grab sample,14
Metaxalone,ND,ng/L,7/10/2016,Florida,grab sample,14
Metformin,7510,ng/L,7/10/2016,Florida,grab sample,14
Methocarbamol,2040,ng/L,7/10/2016,Florida,grab sample,14
Metoprolol,185,ng/L,7/10/2016,Florida,grab sample,14
Morphine,249,ng/L,7/10/2016,Florida,grab sample,14
Nadolol,28.2,ng/L,7/10/2016,Florida,grab sample,14
Oxycodone,46.1,ng/L,7/10/2016,Florida,grab sample,14
Phenytoin,ND,ng/L,7/10/2016,Florida,grab sample,14
Propranolol,42.6,ng/L,7/10/2016,Florida,grab sample,14
