"","Pharmaceutical","DTXSID","TOXVAL_TYPE","TOXVAL_NUMERIC","TOXVAL_UNITS","SPECIES_COMMON","SPECIES_SUPERCATEGORY","HUMAN_ECO","CRITICAL_EFFECT","Molar_Mass"
"619","ethinyl estradiol","DTXSID5020576","NOEC",1.63,"ug/L","Rainbow Trout","Fish","eco","Genetics Estrogen receptor alpha mRNA",296.41
"620","ethinyl estradiol","DTXSID5020576","NOEC",0.002,"ug/L","Zebra Danio","Fish","eco","Biochemistry Vitellogenin",296.41
"621","ethinyl estradiol","DTXSID5020576","NOEC",2.5,"ug/L","Rainbow Trout","Fish","eco","Enzyme(s) 7-Ethoxyresorufin O-deethylase",296.41
"622","ethinyl estradiol","DTXSID5020576","NOEC",0.00296409,"ug/L","Chinese Rare Minnow","Fish","eco","Genetics CYP19b mRNA",296.41
"623","ethinyl estradiol","DTXSID5020576","NOEC",0.003,"ug/L","Fathead Minnow","Fish","eco","Growth Condition index",296.41
"624","ethinyl estradiol","DTXSID5020576","NOEC",0.005,"ug/L","Atlantic Salmon","Fish","eco","Hormone(s) Testosterone",296.41
"625","ethinyl estradiol","DTXSID5020576","NOEC",0.01,"ug/L","Zebra Danio","Fish","eco","Genetics Vitellogenin mRNA",296.41
"626","ethinyl estradiol","DTXSID5020576","NOEC",0.0155,"ug/L","Fathead Minnow","Fish","eco","Mortality Mortality",296.41
"627","ethinyl estradiol","DTXSID5020576","NOEC",0.02,"ug/L","Fathead Minnow","Fish","eco","Development Sexual development",296.41
"628","ethinyl estradiol","DTXSID5020576","NOEC",0.025,"ug/L","Zebra Danio","Fish","eco","Growth Weight",296.41
"629","ethinyl estradiol","DTXSID5020576","NOEC",0.02964,"ug/L","African Clawed Frog","Amphibians","eco","Behavior Vocalizations",296.41
"630","ethinyl estradiol","DTXSID5020576","NOEC",0.0296409,"ug/L","Chinese Rare Minnow","Fish","eco","Genetics Estrogen receptor beta1 protein mRNA",296.41
"631","ethinyl estradiol","DTXSID5020576","NOEC",0.032,"ug/L","Fathead Minnow","Fish","eco","Growth Length",296.41
"632","ethinyl estradiol","DTXSID5020576","NOEC",0.04,"ug/L","Fathead Minnow","Fish","eco","Reproduction Courtship behavior",296.41
"633","ethinyl estradiol","DTXSID5020576","NOEC",0.05,"ug/L","Atlantic Salmon","Fish","eco","Enzyme(s) Acetylcholinesterase",296.41
"634","ethinyl estradiol","DTXSID5020576","NOEC",0.065,"ug/L","Rainbow Trout","Fish","eco","Reproduction Germ cell count",296.41
"635","ethinyl estradiol","DTXSID5020576","NOEC",0.1,"ug/L","Zebra Danio","Fish","eco","Genetics Cytochrome P450, family 1, subfamily A mRNA",296.41
"636","ethinyl estradiol","DTXSID5020576","NOEC",0.115,"ug/L","Frog","Amphibians","eco","Morphology Volume",296.41
"637","ethinyl estradiol","DTXSID5020576","NOEC",1e-04,"ug/L","Fathead Minnow","Fish","eco","development",296.41
"638","ethinyl estradiol","DTXSID5020576","NOEC",0.125,"ug/L","Chinese Rare Minnow","Fish","eco","Genetics Zona pellucida glycoprotein3 mRNA",296.41
"639","ethinyl estradiol","DTXSID5020576","NOEC",163,"ug/L","Rainbow Trout","Fish","eco","Genetics Estrogen receptor beta2 protein mRNA",296.41
"640","ethinyl estradiol","DTXSID5020576","NOEC",0.2,"ug/L","Guppy","Fish","eco","Morphology Length",296.41
"641","ethinyl estradiol","DTXSID5020576","NOEC",0.25,"ug/L","Mummichog","Fish","eco","Hormone(s) 17-beta Estradiol",296.41
"642","ethinyl estradiol","DTXSID5020576","NOEC",0.296409,"ug/L","Chinese Rare Minnow","Fish","eco","Genetics Zona pellucida B.1 mRNA",296.41
"643","ethinyl estradiol","DTXSID5020576","NOEC",0.9989,"ug/L","Zebra Danio","Fish","eco","Genetics Cyp1A1 mRNA",296.41
"644","ethinyl estradiol","DTXSID5020576","NOEC",1000,"ug/L","Senagales Sole","Fish","eco","Enzyme(s) 7-Ethoxyresorufin O-deethylase",296.41
"645","ethinyl estradiol","DTXSID5020576","NOEC",0.00016,"ug/L","Fathead Minnow","Fish","eco","Growth",296.41
"646","ethinyl estradiol","DTXSID5020576","NOEC",1.48205,"ug/L","Western Mosquitofish","Fish","eco","Morphology Organ weight in relationship to body weight",296.41
"647","ethinyl estradiol","DTXSID5020576","NOEC",2.96409,"ug/L","African Clawed Frog","Amphibians","eco","Genetics Follicle stimulating hormone beta mRNA",296.41
"648","ethinyl estradiol","DTXSID5020576","NOEC",5000,"ug/L","Atlantic Cod","Fish","eco","Enzyme(s) 7-Ethoxyresorufin O-deethylase",296.41
"649","ethinyl estradiol","DTXSID5020576","NOEC",10,"ug/L","Wood Frog","Amphibians","eco","Growth Weight",296.41
"650","ethinyl estradiol","DTXSID5020576","NOEC",29.6409,"ug/L","Clawed Frog","Amphibians","eco","Mortality Survival",296.41
"651","ethinyl estradiol","DTXSID5020576","NOEC",50,"ug/L","Guppy","Fish","eco","Morphology Organ weight in relationship to body weight",296.41
"652","ethinyl estradiol","DTXSID5020576","NOEC",51.38,"ug/L","Zambezi Barbel","Fish","eco","Enzyme(s) 7-Ethoxyresorufin O-deethylase",296.41
"653","ethinyl estradiol","DTXSID5020576","NOEC",125000,"ug/L","Nile Tilapia","Fish","eco","Genetics insl3 (insulin-like peptide 3) mRNA",296.41
"654","ethinyl estradiol","DTXSID5020576","NOEC",296.409,"ug/L","Brown Trout","Fish","eco","Genetics Catalase mRNA",296.41
"655","ethinyl estradiol","DTXSID5020576","NOEC",400,"ug/L","Chinook Salmon","Fish","eco","Growth Length",296.41
"656","ethinyl estradiol","DTXSID5020576","NOEC",800,"ug/L","Zebra Danio","Fish","eco","Genetics Estrogen receptor alpha mRNA",296.41
"657","ethinyl estradiol","DTXSID5020576","NOEC",1000,"ug/L","Zebra Danio","Fish","eco","Genetics Estrogen receptor alpha mRNA",296.41
"658","ethinyl estradiol","DTXSID5020576","NOEC",1100,"ug/L","Japanese Medaka","Fish","eco","Genetics 3B-Hydroxysteroid dehydrogenase mRNA",296.41
"659","ethinyl estradiol","DTXSID5020576","NOEC",2371.28,"ug/L","Bullfrog","Amphibians","eco","Physiology Thyroid hormone binding ratio",296.41
"660","ethinyl estradiol","DTXSID5020576","NOEC",2964.09,"ug/L","Atlantic Cod","Fish","eco","Genetics Fatty acid binding protein mRNA",296.41
"661","ethinyl estradiol","DTXSID5020576","NOEC",296409,"ug/L","Common Carp","Fish","eco","Enzyme(s) omega-Laurate hydroxylase",296.41
"662","ethinyl estradiol","DTXSID5020576","NOEC",0.00018,"ug/L","Chinese Rare Minnow","Fish","eco","Growth",296.41
"663","ethinyl estradiol","DTXSID5020576","NOEC",3e-04,"ug/L","Zebra Danio","Fish","eco","reproduction",296.41
"664","ethinyl estradiol","DTXSID5020576","NOEC",0.00031,"ug/L","Zebra Danio","Fish","eco","reproduction",296.41
"665","ethinyl estradiol","DTXSID5020576","NOEC",0.00036,"ug/L","Zebra Danio","Fish","eco","Growth",296.41
"666","ethinyl estradiol","DTXSID5020576","NOEC",4e-04,"ug/L","Zebra Danio","Fish","eco","mortality",296.41
"667","ethinyl estradiol","DTXSID5020576","NOEC",0.00048,"ug/L","Fathead Minnow","Fish","eco","reproduction",296.41
"668","ethinyl estradiol","DTXSID5020576","NOEC",0.0045,"ug/L","Zebra Danio","Fish","eco","reproduction",296.41
"669","ethinyl estradiol","DTXSID5020576","NOEC",0.005,"ug/L","Japanese Medaka","Fish","eco","reproduction",296.41
"670","ethinyl estradiol","DTXSID5020576","NOEC",0.00558,"ug/L","Zebra Danio","Fish","eco","Growth",296.41
"671","ethinyl estradiol","DTXSID5020576","NOEC",0.0078,"ug/L","Zebra Danio","Fish","eco","mortality",296.41
"672","ethinyl estradiol","DTXSID5020576","NOEC",0.0081,"ug/L","Fathead Minnow","Fish","eco","Growth",296.41
"673","ethinyl estradiol","DTXSID5020576","NOEC",0.0082,"ug/L","Threespine Stickleback","Fish","eco","Growth",296.41
"674","ethinyl estradiol","DTXSID5020576","NOEC",0.00836,"ug/L","Zebra Danio","Fish","eco","reproduction",296.41
"675","ethinyl estradiol","DTXSID5020576","NOEC",0.0093,"ug/L","Zebra Danio","Fish","eco","reproduction",296.41
"676","ethinyl estradiol","DTXSID5020576","NOEC",0.01,"ug/L","Fathead Minnow","Fish","eco","Growth",296.41
"677","ethinyl estradiol","DTXSID5020576","NOEC",0.0106,"ug/L","Zebra Danio","Fish","eco","reproduction",296.41
"678","ethinyl estradiol","DTXSID5020576","NOEC",0.012,"ug/L","Fathead Minnow","Fish","eco","Growth",296.41
"679","ethinyl estradiol","DTXSID5020576","NOEC",0.0121,"ug/L","Fathead Minnow","Fish","eco","mortality",296.41
"680","ethinyl estradiol","DTXSID5020576","NOEC",0.0155,"ug/L","Fathead Minnow","Fish","eco","Growth, Weight",296.41
"681","ethinyl estradiol","DTXSID5020576","NOEC",0.0156,"ug/L","Rainbow Trout","Fish","eco","reproduction",296.41
"682","ethinyl estradiol","DTXSID5020576","NOEC",0.0162,"ug/L","Nile Tilapia","Fish","eco","Growth",296.41
"683","ethinyl estradiol","DTXSID5020576","NOEC",0.02,"ug/L","Rainbow Darter","Fish","eco","development",296.41
"684","ethinyl estradiol","DTXSID5020576","NOEC",0.023,"ug/L","Zebra Danio","Fish","eco","Population",296.41
"685","ethinyl estradiol","DTXSID5020576","NOEC",0.0277,"ug/L","Threespine Stickleback","Fish","eco","Growth",296.41
"686","ethinyl estradiol","DTXSID5020576","NOEC",0.032,"ug/L","Fathead Minnow","Fish","eco","Growth",296.41
"687","ethinyl estradiol","DTXSID5020576","NOEC",0.04,"ug/L","Fathead Minnow","Fish","eco","development",296.41
"688","ethinyl estradiol","DTXSID5020576","NOEC",0.05,"ug/L","Fathead Minnow","Fish","eco","development",296.41
"689","ethinyl estradiol","DTXSID5020576","NOEC",0.0547,"ug/L","Rainbow Trout","Fish","eco","reproduction",296.41
"690","ethinyl estradiol","DTXSID5020576","NOEC",0.0948,"ug/L","Japanese Medaka","Fish","eco","Growth",296.41
"691","ethinyl estradiol","DTXSID5020576","NOEC",0.216,"ug/L","Japanese Medaka","Fish","eco","Growth",296.41
"692","ethinyl estradiol","DTXSID5020576","NOEC",0.373,"ug/L","Lake Trout, Siscowet","Fish","eco","Growth",296.41
"693","ethinyl estradiol","DTXSID5020576","NOEC",0.48,"ug/L","Japanese Medaka","Fish","eco","mortality",296.41
"694","ethinyl estradiol","DTXSID5020576","NOEC",0.5,"ug/L","Japanese Medaka","Fish","eco","Growth",296.41
"695","ethinyl estradiol","DTXSID5020576","NOEC",1,"ug/L","Yellow Catfish","Fish","eco","Growth, Weight",296.41
"696","ethinyl estradiol","DTXSID5020576","NOEC",2,"ug/L","Guppy","Fish","eco","reproduction",296.41
"697","ethinyl estradiol","DTXSID5020576","NOEC",19.25,"ug/L","Brown Trout","Fish","eco","Morphology, Length",296.41
"698","tamoxifen","DTXSID1034187","NOEC",10,"ug/L","Mangrove Rivulus","Fish","eco","Genetics Prolactin receptor 1 mRNA",371.524
"699","tamoxifen","DTXSID1034187","NOEC",2.5,"ug/L","Zebra Danio","Fish","eco","Genetics Vitellogenin Ao1 mRNA",371.524
"700","tamoxifen","DTXSID1034187","NOEC",10000,"ug/L","Japanese Medaka","Fish","eco","Biochemistry Vitellogenin",371.524
"701","tamoxifen","DTXSID1034187","NOEC",500,"ug/L","Cherry Salmon","Fish","eco","Hormone(s) 17-beta Estradiol",371.524
"702","tamoxifen","DTXSID1034187","NOEC",1000,"ug/L","Goby","Fish","eco","Genetics Gene expression",371.524
"703","tamoxifen","DTXSID1034187","NOEC",3.71522,"ug/L","Zebra Danio","Fish","eco","Morphology Area",371.524
"704","tamoxifen","DTXSID1034187","NOEC",10,"ug/L","Mangrove Rivulus","Fish","eco","Genetics O6-MGMT mRNA",371.524
"705","tamoxifen","DTXSID1034187","NOEC",25000,"ug/L","Southern Catfish","Fish","eco","Genetics CYP19b mRNA",371.524
"706","tamoxifen","DTXSID1034187","NOEC",37.15,"ug/L","African Clawed Frog","Amphibians","eco","Behavior Vocalizations",371.524
"707","tamoxifen","DTXSID1034187","NOEC",37.1522,"ug/L","African Clawed Frog","Amphibians","eco","Morphology Diameter",371.524
"708","tamoxifen","DTXSID1034187","NOEC",100,"ug/L","Pejerrey","Fish","eco","Population Sex ratio",371.524
"709","tamoxifen","DTXSID1034187","NOEC",371.522,"ug/L","Channel Catfish","Fish","eco","Biochemistry Vitellogenin",371.524
"710","tamoxifen","DTXSID1034187","NOEC",18576.1,"ug/L","Silver Salmon","Fish","eco","Reproduction Cortical alveoli oocyte",371.524
"711","norethindrone","DTXSID9023380","NOEC",1.5,"ug/L","Fathead Minnow","Fish","eco","mortality",298.426
"712","norethindrone","DTXSID9023380","NOEC",0.007,"ug/L","Zebra Danio","Fish","eco","Genetics Thyroid Stimulating Hormone beta mRNA",298.426
"713","norethindrone","DTXSID9023380","NOEC",0.084,"ug/L","Zebra Danio","Fish","eco","Genetics Thyroid Hormone Receptor beta mRNA",298.426
"714","norethindrone","DTXSID9023380","NOEC",0.37,"ug/L","Fathead Minnow","Fish","eco","Growth Length",298.426
"715","norethindrone","DTXSID9023380","NOEC",0.81,"ug/L","Zebra Danio","Fish","eco","Genetics Thyrotropin-releasing hormone mRNA",298.426
"716","norethindrone","DTXSID9023380","NOEC",1.5,"ug/L","Fathead Minnow","Fish","eco","Mortality Survival",298.426
"717","norethindrone","DTXSID9023380","NOEC",35.4,"ug/L","Fathead Minnow","Fish","eco","Morphology Organ weight in relationship to body weight",298.426
"718","norethindrone","DTXSID9023380","NOEC",82.5,"ug/L","Channel Catfish","Fish","eco","Morphology Organ weight in relationship to body weight",298.426
"719","norethindrone","DTXSID9023380","NOEC",100,"ug/L","Rainbow Trout","Fish","eco","Morphology Organ weight in relationship to body weight",298.426
"720","norethindrone","DTXSID9023380","NOEC",0.37,"ug/L","Fathead Minnow","Fish","eco","Growth",298.426
"721","estradiol","DTXSID0020573","NOEC",0.00286,"ug/L","Japanese Medaka","Fish","eco","reproduction",272.388
"722","estradiol","DTXSID0020573","NOEC",0.0048,"ug/L","Zebra Danio","Fish","eco","mortality",272.388
"723","estradiol","DTXSID0020573","NOEC",0.008,"ug/L","Atlantic Salmon","Fish","eco","Growth",272.388
"724","estradiol","DTXSID0020573","NOEC",0.00866,"ug/L","Japanese Medaka","Fish","eco","development",272.388
"725","estradiol","DTXSID0020573","NOEC",0.0092,"ug/L","Zebra Danio","Fish","eco","Growth",272.388
"726","estradiol","DTXSID0020573","NOEC",0.015,"ug/L","Fathead Minnow","Fish","eco","reproduction",272.388
"727","estradiol","DTXSID0020573","NOEC",0.005,"ug/L","Zebra Danio","Fish","eco","Population Sex ratio",272.388
"728","estradiol","DTXSID0020573","NOEC",0.02,"ug/L","Eastern Mosquitofish","Fish","eco","reproduction",272.388
"729","estradiol","DTXSID0020573","NOEC",0.0216,"ug/L","Zebra Danio","Fish","eco","Growth",272.388
"730","estradiol","DTXSID0020573","NOEC",0.022,"ug/L","Zebra Danio","Fish","eco","Growth",272.388
"731","estradiol","DTXSID0020573","NOEC",0.0237,"ug/L","Zebra Danio","Fish","eco","Population",272.388
"732","estradiol","DTXSID0020573","NOEC",0.03,"ug/L","Fathead Minnow","Fish","eco","Growth",272.388
"733","estradiol","DTXSID0020573","NOEC",0.031,"ug/L","Japanese Medaka","Fish","eco","Growth",272.388
"734","estradiol","DTXSID0020573","NOEC",0.05,"ug/L","Fathead Minnow","Fish","eco","Growth Condition index",272.388
"735","estradiol","DTXSID0020573","NOEC",0.04,"ug/L","Spottail Rainbowfish","Fish","eco","Reproduction Spermatocytes",272.388
"736","estradiol","DTXSID0020573","NOEC",0.000100783,"ug/L","Japanese Medaka","Fish","eco","Genetics Vitellogenin 1 mRNA",272.388
"737","estradiol","DTXSID0020573","NOEC",0.00042,"ug/L","Rainbow Trout","Fish","eco","Reproduction Sperm cell counts",272.388
"738","estradiol","DTXSID0020573","NOEC",0.001,"ug/L","Japanese Medaka","Fish","eco","Physiology Heart rate",272.388
"739","estradiol","DTXSID0020573","NOEC",0.00107,"ug/L","European Grayling","Fish","eco","Reproduction Linearity",272.388
"740","estradiol","DTXSID0020573","NOEC",0.05,"ug/L","Guppy","Fish","eco","Growth",272.388
"741","estradiol","DTXSID0020573","NOEC",0.0023,"ug/L","Rainbow Trout","Fish","eco","Biochemistry Vitellogenin",272.388
"742","estradiol","DTXSID0020573","NOEC",0.00262,"ug/L","Rainbow Trout","Fish","eco","Reproduction Linearity",272.388
"743","estradiol","DTXSID0020573","NOEC",0.00286,"ug/L","Japanese Medaka","Fish","eco","Biochemistry Vitellogenin",272.388
"744","estradiol","DTXSID0020573","NOEC",4,"ug/L","Spottail Rainbowfish","Fish","eco","Reproduction Spermatocytes",272.388
"745","estradiol","DTXSID0020573","NOEC",0.0042,"ug/L","Rainbow Trout","Fish","eco","Biochemistry Vitellogenin",272.388
"746","estradiol","DTXSID0020573","NOEC",0.0048,"ug/L","Zebra Danio","Fish","eco","Biochemistry Vitellogenin",272.388
"747","estradiol","DTXSID0020573","NOEC",0.00825,"ug/L","Zebra Danio","Fish","eco","Biochemistry Vitellogenin",272.388
"748","estradiol","DTXSID0020573","NOEC",0.00866,"ug/L","Japanese Medaka","Fish","eco","Development Organ/tissue formation",272.388
"749","estradiol","DTXSID0020573","NOEC",0.00877,"ug/L","Fathead Minnow","Fish","eco","Biochemistry Vitellogenin",272.388
"750","estradiol","DTXSID0020573","NOEC",0.00894,"ug/L","Japanese Medaka","Fish","eco","Biochemistry Vitellogenin",272.388
"751","estradiol","DTXSID0020573","NOEC",0.009,"ug/L","Rainbow Trout","Fish","eco","Biochemistry Vitellogenin",272.388
"752","estradiol","DTXSID0020573","NOEC",0.0092,"ug/L","Zebra Danio","Fish","eco","Growth Length",272.388
"753","estradiol","DTXSID0020573","NOEC",0.0096,"ug/L","Rainbow Trout","Fish","eco","Biochemistry Vitellogenin",272.388
"754","estradiol","DTXSID0020573","NOEC",0.0097,"ug/L","Rainbow Trout","Fish","eco","Biochemistry Vitellogenin",272.388
"755","estradiol","DTXSID0020573","NOEC",0.01,"ug/L","Threespine Stickleback","Fish","eco","Biochemistry Vitellogenin",272.388
"756","estradiol","DTXSID0020573","NOEC",0.0105,"ug/L","Yellowfin Goby","Fish","eco","Biochemistry Vitellogenin",272.388
"757","estradiol","DTXSID0020573","NOEC",0.0115,"ug/L","Threespine Stickleback","Fish","eco","Biochemistry Vitellogenin",272.388
"758","estradiol","DTXSID0020573","NOEC",0.0129,"ug/L","Zebra Danio","Fish","eco","Biochemistry Vitellogenin",272.388
"759","estradiol","DTXSID0020573","NOEC",0.013,"ug/L","Fathead Minnow","Fish","eco","Biochemistry Vitellogenin",272.388
"760","estradiol","DTXSID0020573","NOEC",0.0145,"ug/L","Sea Bass","Fish","eco","Biochemistry Vitellogenin",272.388
"761","estradiol","DTXSID0020573","NOEC",0.0153,"ug/L","Brown Trout","Fish","eco","Biochemistry Vitellogenin",272.388
"762","estradiol","DTXSID0020573","NOEC",0.016,"ug/L","Sand Goby","Fish","eco","Genetics Vitellogenin mRNA",272.388
"763","estradiol","DTXSID0020573","NOEC",0.0165,"ug/L","Zebra Danio","Fish","eco","Morphology Organ weight in relationship to body weight",272.388
"764","estradiol","DTXSID0020573","NOEC",0.017,"ug/L","Sand Goby","Fish","eco","Development Color",272.388
"765","estradiol","DTXSID0020573","NOEC",0.01958,"ug/L","Threespine Stickleback","Fish","eco","Biochemistry Vitellogenin",272.388
"766","estradiol","DTXSID0020573","NOEC",0.0216,"ug/L","Zebra Danio","Fish","eco","Growth Weight",272.388
"767","estradiol","DTXSID0020573","NOEC",0.022,"ug/L","Zebra Danio","Fish","eco","Growth Condition index",272.388
"768","estradiol","DTXSID0020573","NOEC",0.0237,"ug/L","Zebra Danio","Fish","eco","Biochemistry Vitellogenin",272.388
"769","estradiol","DTXSID0020573","NOEC",0.0245,"ug/L","Zebra Danio","Fish","eco","Biochemistry Vitellogenin",272.388
"770","estradiol","DTXSID0020573","NOEC",0.025,"ug/L","Zebra Danio","Fish","eco","Genetics Estrogen receptor alpha mRNA",272.388
"771","estradiol","DTXSID0020573","NOEC",0.026,"ug/L","Fathead Minnow","Fish","eco","Histology Vacuolization",272.388
"772","estradiol","DTXSID0020573","NOEC",0.0279,"ug/L","Japanese Medaka","Fish","eco","Morphology Organ weight in relationship to body weight",272.388
"773","estradiol","DTXSID0020573","NOEC",0.028,"ug/L","Fathead Minnow","Fish","eco","Behavior Predator vulnerability",272.388
"774","estradiol","DTXSID0020573","NOEC",0.0282,"ug/L","Japanese Medaka","Fish","eco","Biochemistry Vitellogenin",272.388
"775","estradiol","DTXSID0020573","NOEC",0.0286,"ug/L","Fathead Minnow","Fish","eco","Biochemistry Vitellogenin",272.388
"776","estradiol","DTXSID0020573","NOEC",0.0293,"ug/L","Japanese Medaka","Fish","eco","Biochemistry Vitellogenin",272.388
"777","estradiol","DTXSID0020573","NOEC",0.0299626,"ug/L","Zebra Danio","Fish","eco","Morphology Organ weight in relationship to body weight",272.388
"778","estradiol","DTXSID0020573","NOEC",0.03,"ug/L","Fathead Minnow","Fish","eco","Histology Vacuolization",272.388
"779","estradiol","DTXSID0020573","NOEC",0.035,"ug/L","Fathead Minnow","Fish","eco","Biochemistry Vitellogenin",272.388
"780","estradiol","DTXSID0020573","NOEC",0.041,"ug/L","Fathead Minnow","Fish","eco","Biochemistry Vitellogenin",272.388
"781","estradiol","DTXSID0020573","NOEC",50,"ug/L","Rainbow Trout","Fish","eco","Biochemistry Vitellogenin",272.388
"782","estradiol","DTXSID0020573","NOEC",0.06,"ug/L","Fathead Minnow","Fish","eco","Morphology Organ weight in relationship to body weight",272.388
"783","estradiol","DTXSID0020573","NOEC",0.071,"ug/L","Sand Goby","Fish","eco","Reproduction Progeny counts/numbers",272.388
"784","estradiol","DTXSID0020573","NOEC",0.076,"ug/L","Goldfish","Fish","eco","Accumulation Residue",272.388
"785","estradiol","DTXSID0020573","NOEC",0.0807,"ug/L","Yellowfin Goby","Fish","eco","Biochemistry Vitellogenin",272.388
"786","estradiol","DTXSID0020573","NOEC",0.054,"ug/L","Fathead Minnow","Fish","eco","reproduction",272.388
"787","estradiol","DTXSID0020573","NOEC",0.082,"ug/L","Zebra Danio","Fish","eco","Growth Condition index",272.388
"788","estradiol","DTXSID0020573","NOEC",0.0851,"ug/L","Japanese Medaka","Fish","eco","Biochemistry Vitellogenin",272.388
"789","estradiol","DTXSID0020573","NOEC",0.0859,"ug/L","Zebra Danio","Fish","eco","Biochemistry Vitellogenin",272.388
"790","estradiol","DTXSID0020573","NOEC",0.086,"ug/L","Fathead Minnow","Fish","eco","Morphology Organ weight in relationship to body weight",272.388
"791","estradiol","DTXSID0020573","NOEC",0.0924,"ug/L","Japanese Medaka","Fish","eco","Mortality Mortality",272.388
"792","estradiol","DTXSID0020573","NOEC",0.097,"ug/L","Sand Goby","Fish","eco","Reproduction Eggs per nest",272.388
"793","estradiol","DTXSID0020573","NOEC",0.1,"ug/L","Fathead Minnow","Fish","eco","Injury Papilloma, wart",272.388
"794","estradiol","DTXSID0020573","NOEC",0.107,"ug/L","Fathead Minnow","Fish","eco","Genetics Gene expression",272.388
"795","estradiol","DTXSID0020573","NOEC",0.109,"ug/L","Zebra Danio","Fish","eco","Mortality Hatch",272.388
"796","estradiol","DTXSID0020573","NOEC",0.117,"ug/L","Zebra Danio","Fish","eco","Mortality Hatch",272.388
"797","estradiol","DTXSID0020573","NOEC",0.12,"ug/L","Japanese Medaka","Fish","eco","Mortality Survival",272.388
"798","estradiol","DTXSID0020573","NOEC",0.15382,"ug/L","Japanese Medaka","Fish","eco","Hormone(s) Testosterone",272.388
"799","estradiol","DTXSID0020573","NOEC",0.157,"ug/L","African Clawed Frog","Amphibians","eco","Development Organ/tissue formation",272.388
"800","estradiol","DTXSID0020573","NOEC",0.159,"ug/L","Brown Trout","Fish","eco","Biochemistry Vitellogenin",272.388
"801","estradiol","DTXSID0020573","NOEC",0.16,"ug/L","Goldfish","Fish","eco","Genetics Ecdysone receptor B isoform mRNA",272.388
"802","estradiol","DTXSID0020573","NOEC",0.2,"ug/L","Japanese Seabass","Fish","eco","Immunological Immunoglobulin M",272.388
"803","estradiol","DTXSID0020573","NOEC",0.206,"ug/L","Brown Trout","Fish","eco","Biochemistry Vitellogenin",272.388
"804","estradiol","DTXSID0020573","NOEC",0.212,"ug/L","Sheepshead Minnow","Fish","eco","Biochemistry Vitellogenin",272.388
"805","estradiol","DTXSID0020573","NOEC",0.25,"ug/L","Onesided Livebearer","Fish","eco","Reproduction Reproduction, general",272.388
"806","estradiol","DTXSID0020573","NOEC",0.27,"ug/L","African Clawed Frog","Amphibians","eco","Biochemistry Vitellogenin",272.388
"807","estradiol","DTXSID0020573","NOEC",0.272387,"ug/L","Common Carp","Fish","eco","Immunological Phagocytosis",272.388
"808","estradiol","DTXSID0020573","NOEC",300,"ug/L","African Clawed Frog","Amphibians","eco","Genetics Vitellogenin mRNA",272.388
"809","estradiol","DTXSID0020573","NOEC",0.33,"ug/L","Yellowfin Goby","Fish","eco","Biochemistry Vitellogenin",272.388
"810","estradiol","DTXSID0020573","NOEC",0.37,"ug/L","Brown Trout","Fish","eco","Biochemistry Vitellogenin",272.388
"811","estradiol","DTXSID0020573","NOEC",0.06,"ug/L","Fathead Minnow","Fish","eco","Growth",272.388
"812","estradiol","DTXSID0020573","NOEC",0.5,"ug/L","Eastern Mosquitofish","Fish","eco","Morphology Length",272.388
"813","estradiol","DTXSID0020573","NOEC",0.53,"ug/L","Sand Goby","Fish","eco","Development Color",272.388
"814","estradiol","DTXSID0020573","NOEC",600,"ug/L","Channel Catfish","Fish","eco","Cell(s) Cytosolic Estrogen Receptor",272.388
"815","estradiol","DTXSID0020573","NOEC",0.669,"ug/L","Sand Goby","Fish","eco","Development Sexual development",272.388
"816","estradiol","DTXSID0020573","NOEC",1.01,"ug/L","Western Mosquitofish","Fish","eco","Genetics Vitellogenin C mRNA",272.388
"817","estradiol","DTXSID0020573","NOEC",1.03,"ug/L","Western Mosquitofish","Fish","eco","Genetics Cytochrome P450, family 1, subfamily A mRNA",272.388
"818","estradiol","DTXSID0020573","NOEC",2,"ug/L","Japanese Seabass","Fish","eco","Enzyme(s) Peroxidase activity",272.388
"819","estradiol","DTXSID0020573","NOEC",0.0763,"ug/L","Zebra Danio","Fish","eco","Growth",272.388
"820","estradiol","DTXSID0020573","NOEC",2.5,"ug/L","Zebra Danio","Fish","eco","Genetics Alpha-induced tumor necrosis factor mRNA",272.388
"821","estradiol","DTXSID0020573","NOEC",2.52834,"ug/L","Japanese Medaka","Fish","eco","Morphology Organ weight in relationship to body weight",272.388
"822","estradiol","DTXSID0020573","NOEC",3.66,"ug/L","Yellowfin Goby","Fish","eco","Genetics Ubiquitin carboxy-terminal hydrolase mRNA",272.388
"823","estradiol","DTXSID0020573","NOEC",4.39906,"ug/L","African Clawed Frog","Amphibians","eco","Growth Weight",272.388
"824","estradiol","DTXSID0020573","NOEC",5000,"ug/L","Rainbow Trout","Fish","eco","Injury Tumor induction",272.388
"825","estradiol","DTXSID0020573","NOEC",8.615,"ug/L","American Toad","Amphibians","eco","Population Sex ratio",272.388
"826","estradiol","DTXSID0020573","NOEC",10,"ug/L","Zebra Danio","Fish","eco","Enzyme(s) Catalase",272.388
"827","estradiol","DTXSID0020573","NOEC",12.5,"ug/L","Zebra Danio","Fish","eco","Genetics Cytokine mRNA",272.388
"828","estradiol","DTXSID0020573","NOEC",27.2387,"ug/L","Zebra Danio","Fish","eco","Behavior Activity, general",272.388
